Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
6805,Entry short,2025-05-28 10:00,Short,6150.75,1,30753.75,53,0.17,209,0.68,-22.25,-0.07,-24072.5,-2.41
6806,Exit long,2025-05-29 04:45,Short,6211,1,30698.75,354.25,1.15,434,1.41,-23.5,-0.08,-23718.25,-2.37
6806,Entry long,2025-05-28 16:45,Long,6139.75,1,30698.75,354.25,1.15,434,1.41,-23.5,-0.08,-23718.25,-2.37
6807,Exit short,2025-05-29 09:45,Short Exit,6151,1,31055,298,0.96,299,0.96,-16,-0.05,-23420.25,-2.34
6807,Entry short,2025-05-29 04:45,Short,6211,1,31055,298,0.96,299,0.96,-16,-0.05,-23420.25,-2.34
6808,Exit long,2025-05-30 02:30,Short,6129.75,1,30702.5,-55.75,-0.18,44,0.14,-154.75,-0.50,-23476,-2.35
6808,Entry long,2025-05-29 13:00,Long,6140.5,1,30702.5,-55.75,-0.18,44,0.14,-154.75,-0.50,-23476,-2.35
6809,Exit short,2025-05-30 04:15,Long,6137.5,1,30648.75,-40.75,-0.13,42.75,0.14,-41,-0.13,-23516.75,-2.35
6809,Entry short,2025-05-30 02:30,Short,6129.75,1,30648.75,-40.75,-0.13,42.75,0.14,-41,-0.13,-23516.75,-2.35
6810,Exit long,2025-05-30 08:00,Long Exit,6112.25,1,30687.5,-128.25,-0.42,20.25,0.07,-127.25,-0.41,-23645,-2.36
6810,Entry long,2025-05-30 04:15,Long,6137.5,1,30687.5,-128.25,-0.42,20.25,0.07,-127.25,-0.41,-23645,-2.36
6811,Exit short,2025-05-30 09:30,Long,6129.25,1,30536.25,-112,-0.37,16.5,0.05,-116,-0.38,-23757,-2.38
6811,Entry short,2025-05-30 08:15,Short,6107.25,1,30536.25,-112,-0.37,16.5,0.05,-116,-0.38,-23757,-2.38
6812,Exit long,2025-05-30 10:00,Short,6110.25,1,30646.25,-97,-0.32,10.25,0.03,-128.5,-0.42,-23854,-2.39
6812,Entry long,2025-05-30 09:30,Long,6129.25,1,30646.25,-97,-0.32,10.25,0.03,-128.5,-0.42,-23854,-2.39
6813,Exit short,2025-05-30 10:30,Long,6136,1,30551.25,-130.75,-0.43,0.25,0.00,-136,-0.45,-23984.75,-2.40
6813,Entry short,2025-05-30 10:00,Short,6110.25,1,30551.25,-130.75,-0.43,0.25,0.00,-136,-0.45,-23984.75,-2.40
6814,Exit long,2025-05-30 12:30,Short,6090.25,1,30680,-230.75,-0.75,15.25,0.05,-251,-0.82,-24215.5,-2.42
6814,Entry long,2025-05-30 10:30,Long,6136,1,30680,-230.75,-0.75,15.25,0.05,-251,-0.82,-24215.5,-2.42
6815,Exit short,2025-05-30 14:15,Long,6114.75,1,30451.25,-124.5,-0.41,91.5,0.30,-132.25,-0.43,-24340,-2.43
6815,Entry short,2025-05-30 12:30,Short,6090.25,1,30451.25,-124.5,-0.41,91.5,0.30,-132.25,-0.43,-24340,-2.43
6816,Exit long,2025-06-01 18:30,Short,6121,1,30573.75,29.25,0.10,182.75,0.60,-14.75,-0.05,-24310.75,-2.43
6816,Entry long,2025-05-30 14:15,Long,6114.75,1,30573.75,29.25,0.10,182.75,0.60,-14.75,-0.05,-24310.75,-2.43
6817,Exit short,2025-06-02 03:15,Long,6110.75,1,30605,49.25,0.16,122.75,0.40,-19.75,-0.06,-24261.5,-2.43
6817,Entry short,2025-06-01 18:30,Short,6121,1,30605,49.25,0.16,122.75,0.40,-19.75,-0.06,-24261.5,-2.43
6818,Exit long,2025-06-02 03:15,Long Exit,6088,1,30553.75,-115.75,-0.38,2.75,0.01,-114.75,-0.38,-24377.25,-2.44
6818,Entry long,2025-06-02 03:15,Long,6110.75,1,30553.75,-115.75,-0.38,2.75,0.01,-114.75,-0.38,-24377.25,-2.44
6819,Exit short,2025-06-02 04:15,Long,6109.5,1,30440,-109.5,-0.36,5.25,0.02,-108.5,-0.36,-24486.75,-2.45
6819,Entry short,2025-06-02 03:30,Short,6088,1,30440,-109.5,-0.36,5.25,0.02,-108.5,-0.36,-24486.75,-2.45
6820,Exit long,2025-06-02 05:45,Short,6097.25,1,30547.5,-63.25,-0.21,17.75,0.06,-63.5,-0.21,-24550,-2.45
6820,Entry long,2025-06-02 04:15,Long,6109.5,1,30547.5,-63.25,-0.21,17.75,0.06,-63.5,-0.21,-24550,-2.45
6821,Exit short,2025-06-02 07:15,Long,6114.5,1,30486.25,-88.25,-0.29,9,0.03,-92.25,-0.30,-24638.25,-2.46
6821,Entry short,2025-06-02 05:45,Short,6097.25,1,30486.25,-88.25,-0.29,9,0.03,-92.25,-0.30,-24638.25,-2.46
6822,Exit long,2025-06-02 10:00,Short,6105.25,1,30572.5,-48.25,-0.16,109,0.36,-68.5,-0.22,-24686.5,-2.47
6822,Entry long,2025-06-02 07:15,Long,6114.5,1,30572.5,-48.25,-0.16,109,0.36,-68.5,-0.22,-24686.5,-2.47
6823,Exit short,2025-06-02 10:30,Long,6125.25,1,30526.25,-102,-0.33,79,0.26,-101,-0.33,-24788.5,-2.48
6823,Entry short,2025-06-02 10:00,Short,6105.25,1,30526.25,-102,-0.33,79,0.26,-101,-0.33,-24788.5,-2.48
6824,Exit long,2025-06-02 20:30,Short,6150.75,1,30626.25,125.5,0.41,244,0.80,-27.25,-0.09,-24663,-2.47
6824,Entry long,2025-06-02 10:30,Long,6125.25,1,30626.25,125.5,0.41,244,0.80,-27.25,-0.09,-24663,-2.47
6825,Exit short,2025-06-03 05:45,Long,6142.75,1,30753.75,38,0.12,114,0.37,-22.25,-0.07,-24625,-2.46
6825,Entry short,2025-06-02 20:30,Short,6150.75,1,30753.75,38,0.12,114,0.37,-22.25,-0.07,-24625,-2.46
6826,Exit long,2025-06-03 13:15,Long Exit,6208.75,1,30713.75,328,1.07,329,1.07,-27.25,-0.09,-24297,-2.43
6826,Entry long,2025-06-03 05:45,Long,6142.75,1,30713.75,328,1.07,329,1.07,-27.25,-0.09,-24297,-2.43
6827,Exit short,2025-06-04 02:15,Long,6202.5,1,30952.5,-62,-0.20,9,0.03,-82.25,-0.27,-24359,-2.44
6827,Entry short,2025-06-03 14:15,Short,6190.5,1,30952.5,-62,-0.20,9,0.03,-82.25,-0.27,-24359,-2.44
6828,Exit long,2025-06-04 08:30,Short,6197.25,1,31012.5,-28.25,-0.09,64,0.21,-49.75,-0.16,-24387.25,-2.44
6828,Entry long,2025-06-04 02:15,Long,6202.5,1,31012.5,-28.25,-0.09,64,0.21,-49.75,-0.16,-24387.25,-2.44
6829,Exit short,2025-06-04 09:30,Long,6208.25,1,30986.25,-57,-0.18,14,0.05,-56,-0.18,-24444.25,-2.44
6829,Entry short,2025-06-04 08:30,Short,6197.25,1,30986.25,-57,-0.18,14,0.05,-56,-0.18,-24444.25,-2.44
6830,Exit long,2025-06-04 11:45,Short,6203.5,1,31041.25,-25.75,-0.08,46.5,0.15,-77.25,-0.25,-24470,-2.45
6830,Entry long,2025-06-04 09:30,Long,6208.25,1,31041.25,-25.75,-0.08,46.5,0.15,-77.25,-0.25,-24470,-2.45
6831,Exit short,2025-06-04 13:30,Long,6211.5,1,31017.5,-42,-0.14,37.75,0.12,-46,-0.15,-24512,-2.45
6831,Entry short,2025-06-04 11:45,Short,6203.5,1,31017.5,-42,-0.14,37.75,0.12,-46,-0.15,-24512,-2.45
6832,Exit long,2025-06-04 16:00,Short,6196.75,1,31057.5,-75.75,-0.24,30.25,0.10,-74.75,-0.24,-24587.75,-2.46
6832,Entry long,2025-06-04 13:30,Long,6211.5,1,31057.5,-75.75,-0.24,30.25,0.10,-74.75,-0.24,-24587.75,-2.46
6833,Exit short,2025-06-05 03:15,Long,6199.5,1,30983.75,-15.75,-0.05,31.5,0.10,-16,-0.05,-24603.5,-2.46
6833,Entry short,2025-06-04 16:00,Short,6196.75,1,30983.75,-15.75,-0.05,31.5,0.10,-16,-0.05,-24603.5,-2.46
6834,Exit long,2025-06-05 05:15,Short,6202.25,1,30997.5,11.75,0.04,80.25,0.26,-12.25,-0.04,-24591.75,-2.46
6834,Entry long,2025-06-05 03:15,Long,6199.5,1,30997.5,11.75,0.04,80.25,0.26,-12.25,-0.04,-24591.75,-2.46
6835,Exit short,2025-06-05 08:45,Short Exit,6209.75,1,31011.25,-39.5,-0.13,61.5,0.20,-38.5,-0.12,-24631.25,-2.46
6835,Entry short,2025-06-05 05:15,Short,6202.25,1,31011.25,-39.5,-0.13,61.5,0.20,-38.5,-0.12,-24631.25,-2.46
6836,Exit long,2025-06-05 09:45,Short,6195.5,1,31052.5,-77,-0.25,30.25,0.10,-106,-0.34,-24708.25,-2.47
6836,Entry long,2025-06-05 09:00,Long,6210.5,1,31052.5,-77,-0.25,30.25,0.10,-106,-0.34,-24708.25,-2.47
6837,Exit short,2025-06-05 10:45,Long,6203,1,30977.5,-39.5,-0.13,95.25,0.31,-87.25,-0.28,-24747.75,-2.47
6837,Entry short,2025-06-05 09:45,Short,6195.5,1,30977.5,-39.5,-0.13,95.25,0.31,-87.25,-0.28,-24747.75,-2.47
6838,Exit long,2025-06-05 13:00,Short,6184.25,1,31015,-95.75,-0.31,120.25,0.39,-118.5,-0.38,-24843.5,-2.48
6838,Entry long,2025-06-05 10:45,Long,6203,1,31015,-95.75,-0.31,120.25,0.39,-118.5,-0.38,-24843.5,-2.48
6839,Exit short,2025-06-06 01:00,Long,6185.75,1,30921.25,-9.5,-0.03,182.75,0.59,-113.5,-0.37,-24853,-2.49
6839,Entry short,2025-06-05 13:00,Short,6184.25,1,30921.25,-9.5,-0.03,182.75,0.59,-113.5,-0.37,-24853,-2.49
6840,Exit long,2025-06-06 11:30,Short,6219.5,1,30928.75,166.75,0.54,289,0.93,-23.5,-0.08,-24686.25,-2.47
6840,Entry long,2025-06-06 01:00,Long,6185.75,1,30928.75,166.75,0.54,289,0.93,-23.5,-0.08,-24686.25,-2.47
6841,Exit short,2025-06-06 14:15,Long,6232.5,1,31097.5,-67,-0.22,80.25,0.26,-73.5,-0.24,-24753.25,-2.48
6841,Entry short,2025-06-06 11:30,Short,6219.5,1,31097.5,-67,-0.22,80.25,0.26,-73.5,-0.24,-24753.25,-2.48
6842,Exit long,2025-06-08 18:45,Short,6216.5,1,31162.5,-82,-0.26,34,0.11,-88.5,-0.28,-24835.25,-2.48
6842,Entry long,2025-06-06 14:15,Long,6232.5,1,31162.5,-82,-0.26,34,0.11,-88.5,-0.28,-24835.25,-2.48
6843,Exit short,2025-06-09 03:00,Long,6224,1,31082.5,-39.5,-0.13,26.5,0.09,-44.75,-0.14,-24874.75,-2.49
6843,Entry short,2025-06-08 18:45,Short,6216.5,1,31082.5,-39.5,-0.13,26.5,0.09,-44.75,-0.14,-24874.75,-2.49
6844,Exit long,2025-06-09 09:45,Short,6225.75,1,31120,6.75,0.02,71.5,0.23,-27.25,-0.09,-24868,-2.49
6844,Entry long,2025-06-09 03:00,Long,6224,1,31120,6.75,0.02,71.5,0.23,-27.25,-0.09,-24868,-2.49
6845,Exit short,2025-06-09 12:45,Long,6237.5,1,31128.75,-60.75,-0.20,19,0.06,-64.75,-0.21,-24928.75,-2.49
6845,Entry short,2025-06-09 09:45,Short,6225.75,1,31128.75,-60.75,-0.20,19,0.06,-64.75,-0.21,-24928.75,-2.49
6846,Exit long,2025-06-09 16:00,Short,6228.75,1,31187.5,-45.75,-0.15,44,0.14,-52.25,-0.17,-24974.5,-2.50
6846,Entry long,2025-06-09 12:45,Long,6237.5,1,31187.5,-45.75,-0.15,44,0.14,-52.25,-0.17,-24974.5,-2.50
6847,Exit short,2025-06-09 20:45,Long,6238,1,31143.75,-48.25,-0.15,14,0.04,-47.25,-0.15,-25022.75,-2.50
6847,Entry short,2025-06-09 16:00,Short,6228.75,1,31143.75,-48.25,-0.15,14,0.04,-47.25,-0.15,-25022.75,-2.50
6848,Exit long,2025-06-10 01:15,Long Exit,6224.75,1,31190,-68.25,-0.22,106.5,0.34,-67.25,-0.22,-25091,-2.51
6848,Entry long,2025-06-09 20:45,Long,6238,1,31190,-68.25,-0.22,106.5,0.34,-67.25,-0.22,-25091,-2.51
6849,Exit short,2025-06-10 01:45,Long,6234.25,1,31113.75,-59.5,-0.19,35.25,0.11,-62.25,-0.20,-25150.5,-2.52
6849,Entry short,2025-06-10 01:30,Short,6222.75,1,31113.75,-59.5,-0.19,35.25,0.11,-62.25,-0.20,-25150.5,-2.52
6850,Exit long,2025-06-10 02:45,Long Exit,6225,1,31171.25,-48.25,-0.15,2.75,0.01,-47.25,-0.15,-25198.75,-2.52
6850,Entry long,2025-06-10 01:45,Long,6234.25,1,31171.25,-48.25,-0.15,2.75,0.01,-47.25,-0.15,-25198.75,-2.52
6851,Exit short,2025-06-10 05:15,Long,6231.25,1,31067.5,-90.75,-0.29,17.75,0.06,-91,-0.29,-25289.5,-2.53
6851,Entry short,2025-06-10 03:45,Short,6213.5,1,31067.5,-90.75,-0.29,17.75,0.06,-91,-0.29,-25289.5,-2.53
6852,Exit long,2025-06-10 14:15,Short,6240.75,1,31156.25,45.5,0.15,142.75,0.46,-39.75,-0.13,-25244,-2.52
6852,Entry long,2025-06-10 05:15,Long,6231.25,1,31156.25,45.5,0.15,142.75,0.46,-39.75,-0.13,-25244,-2.52
6853,Exit short,2025-06-10 15:00,Long,6257.5,1,31203.75,-85.75,-0.27,2.75,0.01,-109.75,-0.35,-25329.75,-2.53
6853,Entry short,2025-06-10 14:15,Short,6240.75,1,31203.75,-85.75,-0.27,2.75,0.01,-109.75,-0.35,-25329.75,-2.53
6854,Exit long,2025-06-10 21:00,Short,6251.25,1,31287.5,-33.25,-0.11,66.5,0.21,-43.5,-0.14,-25363,-2.54
6854,Entry long,2025-06-10 15:00,Long,6257.5,1,31287.5,-33.25,-0.11,66.5,0.21,-43.5,-0.14,-25363,-2.54
6855,Exit short,2025-06-11 04:00,Long,6252.25,1,31256.25,-7,-0.02,52.75,0.17,-13.5,-0.04,-25370,-2.54
6855,Entry short,2025-06-10 21:00,Short,6251.25,1,31256.25,-7,-0.02,52.75,0.17,-13.5,-0.04,-25370,-2.54
6856,Exit long,2025-06-11 12:15,Short,6260.25,1,31261.25,38,0.12,205.25,0.66,-44.75,-0.14,-25332,-2.53
6856,Entry long,2025-06-11 04:00,Long,6252.25,1,31261.25,38,0.12,205.25,0.66,-44.75,-0.14,-25332,-2.53
6857,Exit short,2025-06-12 08:45,Long,6231.25,1,31301.25,143,0.46,297.75,0.95,-87.25,-0.28,-25189,-2.52
6857,Entry short,2025-06-11 12:15,Short,6260.25,1,31301.25,143,0.46,297.75,0.95,-87.25,-0.28,-25189,-2.52
6858,Exit long,2025-06-12 18:30,Short,6254.25,1,31156.25,113,0.36,191.5,0.61,-21,-0.07,-25076,-2.51
6858,Entry long,2025-06-12 08:45,Long,6231.25,1,31156.25,113,0.36,191.5,0.61,-21,-0.07,-25076,-2.51
6859,Exit short,2025-06-12 20:30,Short Exit,6180,1,31271.25,369.25,1.18,370.25,1.18,-14.75,-0.05,-24706.75,-2.47
6859,Entry short,2025-06-12 18:30,Short,6254.25,1,31271.25,369.25,1.18,370.25,1.18,-14.75,-0.05,-24706.75,-2.47
6860,Exit long,2025-06-13 10:30,Short,6197.25,1,30915,69.25,0.22,252.75,0.82,-46,-0.15,-24637.5,-2.46
6860,Entry long,2025-06-13 02:15,Long,6183,1,30915,69.25,0.22,252.75,0.82,-46,-0.15,-24637.5,-2.46
6861,Exit short,2025-06-13 11:00,Long,6221.5,1,30986.25,-123.25,-0.40,6.5,0.02,-134.75,-0.43,-24760.75,-2.48
6861,Entry short,2025-06-13 10:30,Short,6197.25,1,30986.25,-123.25,-0.40,6.5,0.02,-134.75,-0.43,-24760.75,-2.48
6862,Exit long,2025-06-13 13:45,Short,6224,1,31107.5,10.5,0.03,134,0.43,-14.75,-0.05,-24750.25,-2.48
6862,Entry long,2025-06-13 11:00,Long,6221.5,1,31107.5,10.5,0.03,134,0.43,-14.75,-0.05,-24750.25,-2.48
6863,Exit short,2025-06-16 01:45,Long,6215.25,1,31120,41.75,0.13,306.5,0.98,-43.5,-0.14,-24708.5,-2.47
6863,Entry short,2025-06-13 13:45,Short,6224,1,31120,41.75,0.13,306.5,0.98,-43.5,-0.14,-24708.5,-2.47
6864,Exit long,2025-06-16 05:45,Short,6221,1,31076.25,26.75,0.09,97.75,0.31,-22.25,-0.07,-24681.75,-2.47
6864,Entry long,2025-06-16 01:45,Long,6215.25,1,31076.25,26.75,0.09,97.75,0.31,-22.25,-0.07,-24681.75,-2.47
6865,Exit short,2025-06-16 07:00,Long,6232,1,31105,-57,-0.18,1.5,0.00,-56,-0.18,-24738.75,-2.47
6865,Entry short,2025-06-16 05:45,Short,6221,1,31105,-57,-0.18,1.5,0.00,-56,-0.18,-24738.75,-2.47
6866,Exit long,2025-06-16 12:45,Short,6256.25,1,31160,119.25,0.38,214,0.69,-38.5,-0.12,-24619.5,-2.46
6866,Entry long,2025-06-16 07:00,Long,6232,1,31160,119.25,0.38,214,0.69,-38.5,-0.12,-24619.5,-2.46
6867,Exit short,2025-06-16 21:00,Long,6237,1,31281.25,94.25,0.30,191.5,0.61,-59.75,-0.19,-24525.25,-2.45
6867,Entry short,2025-06-16 12:45,Short,6256.25,1,31281.25,94.25,0.30,191.5,0.61,-59.75,-0.19,-24525.25,-2.45
6868,Exit long,2025-06-17 03:15,Short,6225.25,1,31185,-60.75,-0.19,32.75,0.11,-83.5,-0.27,-24586,-2.46
6868,Entry long,2025-06-16 21:00,Long,6237,1,31185,-60.75,-0.19,32.75,0.11,-83.5,-0.27,-24586,-2.46
6869,Exit short,2025-06-17 08:00,Long,6233,1,31126.25,-40.75,-0.13,67.75,0.22,-42.25,-0.14,-24626.75,-2.46
6869,Entry short,2025-06-17 03:15,Short,6225.25,1,31126.25,-40.75,-0.13,67.75,0.22,-42.25,-0.14,-24626.75,-2.46
6870,Exit long,2025-06-17 13:00,Short,6227.25,1,31165,-30.75,-0.10,71.5,0.23,-58.5,-0.19,-24657.5,-2.47
6870,Entry long,2025-06-17 08:00,Long,6233,1,31165,-30.75,-0.10,71.5,0.23,-58.5,-0.19,-24657.5,-2.47
6871,Exit short,2025-06-17 20:15,Long,6206,1,31136.25,104.25,0.33,215.25,0.69,-22.25,-0.07,-24553.25,-2.46
6871,Entry short,2025-06-17 13:00,Short,6227.25,1,31136.25,104.25,0.33,215.25,0.69,-22.25,-0.07,-24553.25,-2.46
6872,Exit long,2025-06-18 06:30,Short,6213.5,1,31030,35.5,0.11,112.75,0.36,-19.75,-0.06,-24517.75,-2.45
6872,Entry long,2025-06-17 20:15,Long,6206,1,31030,35.5,0.11,112.75,0.36,-19.75,-0.06,-24517.75,-2.45
6873,Exit short,2025-06-18 07:45,Long,6214,1,31067.5,-4.5,-0.01,62.75,0.20,-8.5,-0.03,-24522.25,-2.45
6873,Entry short,2025-06-18 06:30,Short,6213.5,1,31067.5,-4.5,-0.01,62.75,0.20,-8.5,-0.03,-24522.25,-2.45
6874,Exit long,2025-06-18 09:30,Long Exit,6204.75,1,31070,-48.25,-0.16,31.5,0.10,-47.25,-0.15,-24570.5,-2.46
6874,Entry long,2025-06-18 07:45,Long,6214,1,31070,-48.25,-0.16,31.5,0.10,-47.25,-0.15,-24570.5,-2.46
6875,Exit short,2025-06-18 14:45,Long,6232.75,1,31115,-50.75,-0.16,75.25,0.24,-81,-0.26,-24621.25,-2.46
6875,Entry short,2025-06-18 12:30,Short,6223,1,31115,-50.75,-0.16,75.25,0.24,-81,-0.26,-24621.25,-2.46
6876,Exit long,2025-06-18 15:00,Short,6200.5,1,31163.75,-163.25,-0.52,9,0.03,-191,-0.61,-24784.5,-2.48
6876,Entry long,2025-06-18 14:45,Long,6232.75,1,31163.75,-163.25,-0.52,9,0.03,-191,-0.61,-24784.5,-2.48
6877,Exit short,2025-06-19 05:45,Long,6179.25,1,31002.5,104.25,0.34,190.25,0.61,-84.75,-0.27,-24680.25,-2.47
6877,Entry short,2025-06-18 15:00,Short,6200.5,1,31002.5,104.25,0.34,190.25,0.61,-84.75,-0.27,-24680.25,-2.47
6878,Exit long,2025-06-19 07:15,Short,6166.75,1,30896.25,-64.5,-0.21,10.25,0.03,-63.5,-0.21,-24744.75,-2.47
6878,Entry long,2025-06-19 05:45,Long,6179.25,1,30896.25,-64.5,-0.21,10.25,0.03,-63.5,-0.21,-24744.75,-2.47
6879,Exit short,2025-06-19 18:15,Long,6172.5,1,30833.75,-30.75,-0.10,160.25,0.52,-57.25,-0.19,-24775.5,-2.48
6879,Entry short,2025-06-19 07:15,Short,6166.75,1,30833.75,-30.75,-0.10,160.25,0.52,-57.25,-0.19,-24775.5,-2.48
6880,Exit long,2025-06-20 04:45,Short,6186,1,30862.5,65.5,0.21,136.5,0.44,-6,-0.02,-24710,-2.47
6880,Entry long,2025-06-19 18:15,Long,6172.5,1,30862.5,65.5,0.21,136.5,0.44,-6,-0.02,-24710,-2.47
6881,Exit short,2025-06-20 06:00,Long,6190.5,1,30930,-24.5,-0.08,36.5,0.12,-29.75,-0.10,-24734.5,-2.47
6881,Entry short,2025-06-20 04:45,Short,6186,1,30930,-24.5,-0.08,36.5,0.12,-29.75,-0.10,-24734.5,-2.47
6882,Exit long,2025-06-20 10:00,Short,6215.75,1,30952.5,124.25,0.40,234,0.76,-33.5,-0.11,-24610.25,-2.46
6882,Entry long,2025-06-20 06:00,Long,6190.5,1,30952.5,124.25,0.40,234,0.76,-33.5,-0.11,-24610.25,-2.46
6883,Exit short,2025-06-20 11:45,Long,6205.5,1,31078.75,49.25,0.16,194,0.62,-14.75,-0.05,-24561,-2.46
6883,Entry short,2025-06-20 10:00,Short,6215.75,1,31078.75,49.25,0.16,194,0.62,-14.75,-0.05,-24561,-2.46
6884,Exit long,2025-06-20 13:30,Short,6177,1,31027.5,-144.5,-0.47,2.75,0.01,-143.5,-0.46,-24705.5,-2.47
6884,Entry long,2025-06-20 11:45,Long,6205.5,1,31027.5,-144.5,-0.47,2.75,0.01,-143.5,-0.46,-24705.5,-2.47
6885,Exit short,2025-06-23 03:00,Long,6178,1,30885,-7,-0.02,306.5,0.99,-112.25,-0.36,-24712.5,-2.47
6885,Entry short,2025-06-20 13:30,Short,6177,1,30885,-7,-0.02,306.5,0.99,-112.25,-0.36,-24712.5,-2.47
6886,Exit long,2025-06-23 07:15,Short,6181.75,1,30890,16.75,0.05,139,0.45,-2.25,-0.01,-24695.75,-2.47
6886,Entry long,2025-06-23 03:00,Long,6178,1,30890,16.75,0.05,139,0.45,-2.25,-0.01,-24695.75,-2.47
6887,Exit short,2025-06-23 08:15,Long,6184,1,30908.75,-13.25,-0.04,62.75,0.20,-12.25,-0.04,-24709,-2.47
6887,Entry short,2025-06-23 07:15,Short,6181.75,1,30908.75,-13.25,-0.04,62.75,0.20,-12.25,-0.04,-24709,-2.47
6888,Exit long,2025-06-23 10:00,Long Exit,6213,1,30920,143,0.46,144,0.47,-36,-0.12,-24566,-2.46
6888,Entry long,2025-06-23 08:15,Long,6184,1,30920,143,0.46,144,0.47,-36,-0.12,-24566,-2.46
6889,Exit short,2025-06-23 13:15,Long,6197.75,1,31000,9.25,0.03,206.5,0.67,-13.5,-0.04,-24556.75,-2.46
6889,Entry short,2025-06-23 12:00,Short,6200,1,31000,9.25,0.03,206.5,0.67,-13.5,-0.04,-24556.75,-2.46
6890,Exit long,2025-06-24 04:15,Short,6290,1,30988.75,459.25,1.48,561.5,1.81,-7.25,-0.02,-24097.5,-2.41
6890,Entry long,2025-06-23 13:15,Long,6197.75,1,30988.75,459.25,1.48,561.5,1.81,-7.25,-0.02,-24097.5,-2.41
6891,Exit short,2025-06-24 11:30,Long,6300.75,1,31450,-55.75,-0.18,74,0.24,-64.75,-0.21,-24153.25,-2.42
6891,Entry short,2025-06-24 04:15,Short,6290,1,31450,-55.75,-0.18,74,0.24,-64.75,-0.21,-24153.25,-2.42
6892,Exit long,2025-06-24 18:15,Short,6307,1,31503.75,29.25,0.09,104,0.33,-8.5,-0.03,-24124,-2.41
6892,Entry long,2025-06-24 11:30,Long,6300.75,1,31503.75,29.25,0.09,104,0.33,-8.5,-0.03,-24124,-2.41
6893,Exit short,2025-06-25 01:15,Long,6316.25,1,31535,-48.25,-0.15,9,0.03,-47.25,-0.15,-24172.25,-2.42
6893,Entry short,2025-06-24 18:15,Short,6307,1,31535,-48.25,-0.15,9,0.03,-47.25,-0.15,-24172.25,-2.42
6894,Exit long,2025-06-25 03:45,Short,6310.25,1,31581.25,-32,-0.10,0.25,0.00,-31,-0.10,-24204.25,-2.42
6894,Entry long,2025-06-25 01:15,Long,6316.25,1,31581.25,-32,-0.10,0.25,0.00,-31,-0.10,-24204.25,-2.42
6895,Exit short,2025-06-25 07:45,Long,6318.25,1,31551.25,-42,-0.13,10.25,0.03,-42.25,-0.13,-24246.25,-2.42
6895,Entry short,2025-06-25 03:45,Short,6310.25,1,31551.25,-42,-0.13,10.25,0.03,-42.25,-0.13,-24246.25,-2.42
6896,Exit long,2025-06-25 10:15,Short,6316,1,31591.25,-13.25,-0.04,41.5,0.13,-12.25,-0.04,-24259.5,-2.43
6896,Entry long,2025-06-25 07:45,Long,6318.25,1,31591.25,-13.25,-0.04,41.5,0.13,-12.25,-0.04,-24259.5,-2.43
6897,Exit short,2025-06-25 10:45,Short Exit,6325,1,31580,-47,-0.15,5.25,0.02,-46,-0.15,-24306.5,-2.43
6897,Entry short,2025-06-25 10:15,Short,6316,1,31580,-47,-0.15,5.25,0.02,-46,-0.15,-24306.5,-2.43
6898,Exit long,2025-06-26 09:15,Short,6329,1,31583.75,59.25,0.19,105.25,0.33,-16,-0.05,-24247.25,-2.42
6898,Entry long,2025-06-25 22:15,Long,6316.75,1,31583.75,59.25,0.19,105.25,0.33,-16,-0.05,-24247.25,-2.42
6899,Exit short,2025-06-26 10:30,Long,6342,1,31645,-67,-0.21,15.25,0.05,-67.25,-0.21,-24314.25,-2.43
6899,Entry short,2025-06-26 09:15,Short,6329,1,31645,-67,-0.21,15.25,0.05,-67.25,-0.21,-24314.25,-2.43
6900,Exit long,2025-06-27 08:45,Short,6376.75,1,31710,171.75,0.54,225.25,0.71,-8.5,-0.03,-24142.5,-2.41
6900,Entry long,2025-06-26 10:30,Long,6342,1,31710,171.75,0.54,225.25,0.71,-8.5,-0.03,-24142.5,-2.41
6901,Exit short,2025-06-27 09:45,Short Exit,6383,1,31883.75,-33.25,-0.10,40.25,0.13,-32.25,-0.10,-24175.75,-2.42
6901,Entry short,2025-06-27 08:45,Short,6376.75,1,31883.75,-33.25,-0.10,40.25,0.13,-32.25,-0.10,-24175.75,-2.42
6902,Exit long,2025-06-27 13:45,Short,6389,1,31926.25,16.75,0.05,100.25,0.31,-2.25,-0.01,-24159,-2.42
6902,Entry long,2025-06-27 10:00,Long,6385.25,1,31926.25,16.75,0.05,100.25,0.31,-2.25,-0.01,-24159,-2.42
6903,Exit short,2025-06-27 15:45,Long,6374,1,31945,73,0.23,194,0.61,-31,-0.10,-24086,-2.41
6903,Entry short,2025-06-27 13:45,Short,6389,1,31945,73,0.23,194,0.61,-31,-0.10,-24086,-2.41
6904,Exit long,2025-06-30 03:15,Short,6412,1,31870,188,0.59,236.5,0.74,-9.75,-0.03,-23898,-2.39
6904,Entry long,2025-06-27 15:45,Long,6374,1,31870,188,0.59,236.5,0.74,-9.75,-0.03,-23898,-2.39
6905,Exit short,2025-06-30 07:30,Long,6419.5,1,32060,-39.5,-0.12,5.25,0.02,-41,-0.13,-23937.5,-2.39
6905,Entry short,2025-06-30 03:15,Short,6412,1,32060,-39.5,-0.12,5.25,0.02,-41,-0.13,-23937.5,-2.39
